job_ID,task_index,machine_ID,arrival_ts,finish_ts,submission_delay,cpu_request,memory_request,file_size,output_size,pes_number,scheduling_class,priority,co_location_count,idle_timeout_us,user
6251749537,91,38643417,600000000,,0,0.007767,0.0000286,0.0000286,0.0000286,1,2,0.03125,0,0,0
6252036422,4,4304728201,600001000,,0,0.006401,0.00003052,0.00003052,0.00003052,1,2,0.0125,0,0,0
6253381871,56,3648879750,600002000,,0,0.01131,0.00001907,0.00001907,0.00001907,1,2,0.006248,0,0,0
6133391745,77,2888702602,600003000,,0,0.01825,0.001791,0.001791,0.001791,1,1,0.09692,0,0,2
6252676950,770,6566695,600004000,,0,0.04773,0.0003862,0.0003862,0.0003862,1,2,0.009369,0,0,0
6253094740,87,1436368564,600005000,,0,0.007767,0.0000286,0.0000286,0.0000286,1,2,0.03125,0,0,0
4962227484,54,4820172023,600006000,,0,0.0202,0.00005245,0.00005245,0.00005245,1,9,0.1875,0,0,2
6251812952,2046,462198227,600007000,,0,0.07959,0.0003862,0.0003862,0.0003862,2,2,0.02499,0,0,0
6219557576,379,1273445,600008000,,0,0.006836,0.00001907,0.00001907,0.00001907,1,0,0.03125,0,0,0
6238842343,131,3457014912,600009000,,0,0.02795,0.0001926,0.0001926,0.0001926,1,9,0.03125,0,0,1
5402488769,2066,905733,600010000,,0,0.003883,0.00002098,0.00002098,0.00002098,1,0,0.0006247,0,0,1
6176858948,828,2637257586,600011000,,0,0.003109,0.0000267,0.0000267,0.0000267,1,1,0.01874,0,0,2
6238340468,1336,789138574,600012000,,0,0.03961,0.00003815,0.00003815,0.00003815,2,0,0.0625,0,0,1
6252289639,81,4820236249,600013000,,0,0.01617,0.0001926,0.0001926,0.0001926,1,2,0.0625,0,0,0
6252586219,1590,227436300,600014000,,0,0.007118,0.0003862,0.0003862,0.0003862,1,2,0.006248,0,0,0
6253357557,25,1333841,600015000,,0,0.004662,0.00001526,0.00001526,0.00001526,1,2,0.0125,0,0,0
6252026869,339,1339593,600016000,,0,0.02545,0.0003862,0.0003862,0.0003862,2,2,0.02499,0,0,0
6253291072,183,1274989,600017000,,0,0.01193,0.0001154,0.0001154,0.0001154,1,0,0.06873,0,0,0
6251904229,739,4820017069,600018000,,0,0.03339,0.0003862,0.0003862,0.0003862,2,2,0.02499,0,0,0
6252645712,339,257405899,600019000,,0,0.007767,0.0000286,0.0000286,0.0000286,1,2,0.03125,0,0,0
